feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
63,128,260752,30,true,5,205,1,0.0017926807,2775,1156,13243,29,16,2,22,23,0.004321521,0.0018011527,0.16129032,true
56,169,256937,43,true,5,208,2,0.001759498,3442,1050,12585,29,17,2,22,23,0.004757374,0.0014522219,0.11363637,true
118,130,263364,27,true,5,204,4,0.0017404547,2358,1151,10121,29,16,2,22,23,0.004340278,0.002119542,0.17857143,true
76,108,257729,27,true,5,206,1,0.0018668745,2294,1132,8614,29,16,2,22,23,0.0044130627,0.0021786492,0.17857143,true
41,148,258068,23,true,5,205,2,0.0018101272,2271,1117,9000,29,16,2,22,23,0.004472272,0.0022007043,0.20833333,true
43,151,262275,28,true,5,205,2,0.0017767845,2734,1142,11202,29,16,2,22,23,0.0043744533,0.0018281536,0.1724138,true
94,122,274235,34,true,5,203,3,0.0016968375,3045,1174,16431,29,16,2,22,23,0.004255319,0.001641497,0.14285715,true
49,106,277070,48,true,5,206,7,0.0015502624,3163,1230,17399,29,16,2,22,23,0.0040617385,0.0015802782,0.10204082,true
60,124,278071,49,true,5,206,7,0.0015402882,3207,1248,18936,29,16,2,22,23,0.0040032025,0.0015586035,0.1,true
56,170,263199,27,true,5,203,3,0.0017281997,2711,1181,11029,29,16,2,22,23,0.0042301184,0.0018436578,0.17857143,true
65,156,253122,15,true,5,203,1,0.0019299035,1785,1120,1985,29,16,2,22,23,0.004460303,0.0027995522,0.3125,true
55,193,258486,23,true,5,207,2,0.0017973126,2174,1105,5495,29,16,2,22,23,0.004520796,0.0022988506,0.20833333,true
56,121,257499,21,true,5,204,2,0.0018194179,2246,1099,8181,29,16,2,22,23,0.0045454544,0.0022251892,0.22727273,true
59,161,247027,19,true,5,206,1,0.001956558,2066,985,3813,29,17,2,22,23,0.005070994,0.0024189646,0.25,true
67,143,259637,26,true,5,206,2,0.0018135178,2343,1126,8548,29,16,2,22,23,0.004436557,0.0021331059,0.18518518,true
73,138,259568,22,true,5,205,1,0.0018516554,2314,1107,5500,29,16,2,22,23,0.0045126355,0.0021598272,0.2173913,true
49,154,263184,23,true,5,207,2,0.0017915606,2496,1132,6438,29,16,2,22,23,0.0044130627,0.002002403,0.20833333,true
93,167,268354,26,true,5,205,1,0.0017112088,2845,1124,11006,29,16,2,22,23,0.0044444446,0.0017568517,0.18518518,true
69,186,257895,21,true,5,203,1,0.0018529716,2297,1093,2262,29,16,2,22,23,0.004570384,0.0021758052,0.22727273,true
91,129,264783,29,true,5,205,1,0.0018495102,2193,1115,8233,29,16,2,22,23,0.004480287,0.0022789426,0.16666667,true
74,111,253299,15,true,5,204,1,0.0019118728,1909,1074,2024,29,16,2,22,23,0.004651163,0.002617801,0.3125,true
92,200,276366,44,true,5,207,2,0.0017301316,3225,1244,8525,29,16,2,22,23,0.004016064,0.001549907,0.11111111,true
66,214,264015,26,true,5,205,2,0.0017423804,2988,1126,2838,29,16,2,22,23,0.004436557,0.0016728003,0.18518518,true
77,146,270035,25,true,5,207,1,0.001796461,2791,1153,12870,29,16,2,22,23,0.0043327557,0.001790831,0.1923077,true
55,115,268695,30,true,5,208,2,0.0017697508,2559,1147,10876,29,16,2,22,23,0.004355401,0.001953125,0.16129032,true
83,162,279502,19,true,5,212,1,0.0018146114,2634,1180,8571,29,16,2,22,23,0.0042337,0.0018975332,0.25,true
72,158,259663,28,true,5,206,1,0.0019206146,2137,1144,7548,30,16,2,22,23,0.0043668123,0.0023386343,0.1724138,true
74,153,256564,19,true,5,206,1,0.0018784616,2047,1101,1931,29,16,2,22,23,0.004537205,0.0024414062,0.25,true
85,152,257766,17,true,5,209,1,0.001870109,1952,1102,2172,29,16,2,22,23,0.0045330916,0.0025601638,0.2777778,true
64,145,272580,35,true,5,209,5,0.0014796762,6069,1218,16487,29,16,2,22,23,0.0041017225,0.0008237232,0.1388889,true
46,162,270938,33,true,5,205,5,0.0014449384,6498,1167,18041,29,16,2,22,23,0.004280822,0.0007693491,0.14705883,true
43,142,268338,23,true,5,208,2,0.0017609489,2425,1118,8980,29,16,2,22,23,0.0044682752,0.0020610057,0.20833333,true
76,173,263529,20,true,5,206,1,0.0017857808,2933,1128,10793,29,16,2,22,23,0.0044286977,0.0017041581,0.23809524,true
68,163,265696,21,true,5,204,1,0.0017950971,2560,1127,2090,29,16,2,22,23,0.004432624,0.0019523624,0.22727273,true
59,104,251528,17,true,5,208,0,0.0018996482,2171,1086,2118,29,16,2,22,23,0.004599816,0.0023020257,0.2777778,true
104,147,272678,29,true,5,210,3,0.001686468,3107,1189,14165,29,16,2,22,23,0.004201681,0.0016087516,0.16666667,true
34,89,200733,11,false,4,200,5,0.002046757,736,931,0,26,13,2,22,23,0.0042918455,0.0054274085,0.33333334,true
92,165,263282,27,true,5,204,2,0.0017571652,2895,1128,13603,29,16,2,22,23,0.0044286977,0.0017265193,0.17857143,true
79,135,262395,22,true,5,209,1,0.0018156476,2456,1132,5957,29,16,2,22,23,0.0044130627,0.002035002,0.2173913,true
36,140,262673,25,true,5,207,4,0.0017672512,1985,1144,4993,29,16,2,22,23,0.0043668123,0.0025176234,0.1923077,true
58,162,259775,20,true,5,205,1,0.0018486328,2910,1121,3368,29,16,2,22,23,0.0044563278,0.0017176229,0.23809524,true
101,126,264553,25,true,5,206,1,0.0018418815,2360,1116,8971,29,16,2,22,23,0.0044762758,0.0021177467,0.1923077,true
80,171,266608,18,true,5,208,2,0.0018110222,1975,1117,1714,29,16,2,22,23,0.004472272,0.0025303643,0.2631579,true
85,181,270848,44,true,5,208,4,0.0016651744,3162,1211,18173,29,16,2,22,23,0.0041254126,0.0015807777,0.11111111,true
44,160,281481,32,true,5,206,5,0.0016969618,3145,1235,14326,29,16,2,22,23,0.0040453076,0.0015893198,0.15151516,true
92,161,266582,38,true,5,209,3,0.0017577641,2605,1200,10633,29,16,2,22,23,0.0041631972,0.0019186493,0.12820514,true
59,127,259566,21,true,5,208,2,0.0018817715,1864,1123,4334,29,16,2,22,23,0.0044483985,0.0026809652,0.22727273,true
76,119,256782,18,true,5,205,2,0.0018619639,1965,1099,2092,29,16,2,22,23,0.0045454544,0.002543235,0.2631579,true
38,215,261376,22,true,5,208,2,0.0018249883,2180,1127,1995,29,16,2,22,23,0.004432624,0.0022925264,0.2173913,true
80,176,270047,23,true,5,208,3,0.0017553809,1954,1140,4386,29,16,2,22,23,0.004382121,0.0025575447,0.20833333,true
80,148,267501,28,true,5,209,3,0.0017373908,2618,1178,10035,29,16,2,22,23,0.004240882,0.0019091256,0.1724138,true
61,97,254151,19,true,5,208,0,0.001938736,1810,1096,4138,29,16,2,22,23,0.004557885,0.0027609055,0.25,true
77,130,278735,45,true,5,209,1,0.0016619203,3492,1222,18744,29,16,2,22,23,0.0040883073,0.0014314343,0.10869565,true
57,184,270001,49,true,5,206,4,0.0015540385,3853,1150,10465,29,16,2,22,23,0.0043440484,0.0012973534,0.1,true
81,140,270770,32,true,5,207,6,0.001663824,2575,1195,11834,29,16,2,22,23,0.004180602,0.0019409938,0.15151516,true
62,162,282797,47,true,5,209,4,0.0015983209,3396,1247,16565,29,16,2,22,23,0.0040064105,0.001471887,0.104166664,true
73,92,271669,36,true,5,205,4,0.0016632373,2798,1181,13288,29,16,2,21,21,0.0042301184,0.0017863523,0.13513513,true
76,215,250775,19,true,5,202,2,0.0018363906,1733,1058,4855,29,16,2,21,21,0.0047214353,0.0028835062,0.25,true
92,217,265719,37,true,5,202,3,0.0017208293,2731,1151,11602,29,16,2,21,21,0.004340278,0.0018301611,0.13157895,true
85,86,266161,23,true,5,208,2,0.0017477841,2895,1121,11249,29,16,2,21,21,0.0044563278,0.0017265193,0.20833333,true
81,174,268296,26,true,5,206,3,0.0017215937,2784,1144,6963,29,16,2,21,21,0.0043668123,0.0017953322,0.18518518,true
59,139,256802,18,true,5,203,2,0.0018524115,1804,1092,1914,29,16,2,21,21,0.004574565,0.002770083,0.2631579,true
87,184,267779,21,true,5,205,3,0.0017124043,2898,1122,2682,29,16,2,21,21,0.00445236,0.0017247327,0.22727273,true
81,151,271737,29,true,5,205,2,0.0017158943,2996,1137,12417,29,16,2,21,21,0.004393673,0.001668335,0.16666667,true
82,131,263500,24,true,5,219,2,0.0017928971,2258,1161,9430,29,16,2,21,21,0.004302926,0.0022133687,0.2,true
115,173,272372,33,true,5,203,2,0.0017097975,2967,1144,13705,29,16,2,21,21,0.0043668123,0.0016846361,0.14705883,true
89,90,316357,59,true,15,211,4,0.0014491238,4364,1260,8030,29,16,2,21,22,0.011895321,0.0034364262,0.25,true
81,158,265330,27,true,5,203,3,0.0017392715,2591,1139,9843,29,16,2,21,21,0.004385965,0.0019290124,0.17857143,true
48,134,263911,25,true,5,205,3,0.0017479334,2509,1129,2112,29,16,2,21,21,0.0044247787,0.001992032,0.1923077,true
72,84,249065,13,true,5,202,1,0.0019196647,1505,1046,1595,29,16,2,21,21,0.0047755493,0.0033200532,0.35714287,true
65,82,255788,26,true,5,202,1,0.0017569686,3003,1184,13181,29,16,2,21,21,0.004219409,0.0016644474,0.18518518,true
51,77,259050,30,true,5,202,1,0.0017360296,2945,1260,14297,29,16,2,21,21,0.0039651073,0.0016972165,0.16129032,true
52,101,248850,17,true,5,202,1,0.0019218383,1546,1056,1327,29,16,2,21,21,0.004730369,0.003232062,0.2777778,true
102,140,279220,52,true,5,205,4,0.0015533918,4216,1291,24860,29,16,2,21,21,0.003869969,0.001185677,0.094339624,true
121,132,259061,60,true,5,202,4,0.0016117813,4173,1126,10474,29,16,2,21,21,0.004436557,0.0011978917,0.08196721,true
72,143,264903,37,true,5,203,4,0.0016840986,2803,1154,13468,29,16,2,21,21,0.0043290043,0.0017831669,0.13157895,true
127,135,265469,16,true,5,208,1,0.0018665555,1922,1095,1898,29,16,2,21,21,0.0045620436,0.002600104,0.29411766,true
90,153,263078,22,true,5,204,1,0.0018494849,2088,1103,6643,29,16,2,21,21,0.0045289854,0.0023934897,0.2173913,true
65,130,254498,16,true,5,203,1,0.0018834644,1871,1068,1924,29,16,2,21,21,0.0046772687,0.0026709402,0.29411766,true
67,174,268465,32,true,5,206,9,0.0015664758,2757,1200,6329,29,16,2,21,21,0.0041631972,0.0018129079,0.15151516,true
61,141,262858,28,true,5,205,1,0.0017864378,2857,1124,13819,29,16,2,21,21,0.0044444446,0.0017494751,0.1724138,true
89,156,280066,47,true,5,206,4,0.0015678746,3993,1270,24609,29,16,2,21,21,0.0039339103,0.0012518779,0.104166664,true
48,139,257494,27,true,5,202,1,0.0018293037,2357,1101,8754,29,16,2,21,21,0.004537205,0.002120441,0.17857143,true
22,156,274933,40,true,5,204,4,0.0015678662,3828,1165,20799,29,16,2,21,21,0.0042881644,0.001305824,0.12195122,true
80,218,268417,28,true,5,204,4,0.0016856152,2654,1148,10887,29,16,2,21,21,0.0043516103,0.0018832391,0.1724138,true
79,107,261971,27,true,5,204,3,0.0017428786,2113,1114,7102,29,16,2,21,21,0.004484305,0.0023651845,0.17857143,true
146,232,264400,28,true,5,204,2,0.0017331023,2697,1134,10460,29,16,2,21,21,0.004405286,0.0018532246,0.1724138,true
84,197,273521,40,true,5,205,4,0.0016207455,3337,1193,16968,29,16,2,21,21,0.004187605,0.0014979029,0.12195122,true
113,146,267426,23,true,5,204,2,0.001748008,2400,1098,1857,29,16,2,21,21,0.0045495904,0.0020824657,0.20833333,true
43,186,257274,17,true,5,203,0,0.0018283811,2192,1083,2040,29,16,2,21,21,0.004612546,0.0022799817,0.2777778,true
62,125,288219,15,true,5,278,1,0.0021681627,2625,1342,2386,29,16,2,21,21,0.003723008,0.0019040365,0.3125,true
68,130,304695,19,true,6,277,2,0.0021243072,3168,1436,3673,29,16,2,21,21,0.0041753654,0.0018933418,0.3,true
112,82,289892,18,true,5,277,3,0.002141921,2107,1387,1310,29,16,2,21,21,0.0036023054,0.0023719165,0.2631579,true
49,95,294025,20,true,5,275,4,0.0020305314,2788,1396,11581,29,16,2,21,21,0.003579098,0.0017927573,0.23809524,true
84,94,364260,44,true,5,274,20,0.0013848292,6894,1648,49211,29,16,2,21,21,0.0030321407,0.00072516315,0.11111111,true
66,109,280086,11,true,5,272,1,0.0022955707,1810,1340,1899,29,16,2,21,21,0.0037285609,0.0027609055,0.41666666,true
51,158,318744,63,true,5,273,9,0.0016835472,4916,1537,30498,29,16,2,21,21,0.0032509754,0.0010168803,0.078125,true
78,119,339275,33,true,5,273,13,0.0016498908,4958,1597,31258,29,16,2,21,21,0.0031289111,0.0010082677,0.14705883,true
110,148,322876,25,true,5,277,10,0.0016691048,3702,1476,19057,29,16,2,21,21,0.0033852404,0.0013502565,0.1923077,true
76,89,302003,37,true,5,274,5,0.0018958269,3958,1458,19195,29,16,2,21,21,0.003427005,0.0012629452,0.13157895,true
65,146,330136,50,true,5,275,7,0.0016076766,4356,1505,19261,29,16,2,21,21,0.0033200532,0.0011475786,0.09803922,true
63,128,285039,21,true,5,273,3,0.002179412,1966,1344,1798,29,16,2,21,21,0.003717472,0.002541942,0.22727273,true
66,121,314642,67,true,5,277,10,0.0015612319,6248,1490,14038,29,16,2,21,21,0.0033534542,0.00080012804,0.073529415,true
90,136,263169,16,true,5,205,2,0.0017590312,2420,1095,2899,29,16,2,21,21,0.0045620436,0.0020652623,0.29411766,true
28,108,263999,9,true,5,208,2,0.0017307212,2471,1093,3892,29,16,2,21,21,0.004570384,0.0020226538,0.5,true
39,118,234680,11,true,5,202,4,0.0018746598,1113,965,1803,29,16,2,21,21,0.0051759835,0.0044883303,0.41666666,true
71,67,261757,27,true,5,202,1,0.001736419,2685,1099,2408,29,16,2,21,21,0.0045454544,0.001861504,0.17857143,true
51,143,262314,23,true,5,205,1,0.0017945848,2517,1121,10531,29,16,2,21,21,0.0044563278,0.001985703,0.20833333,true
98,128,264701,22,true,5,204,2,0.0017150937,2956,1116,10681,29,16,2,21,21,0.0044762758,0.001690903,0.2173913,true
74,39,240801,16,true,5,203,5,0.0017730161,1527,1026,2901,29,16,2,21,21,0.0048685493,0.0032722512,0.29411766,true
107,156,266117,18,true,5,208,1,0.0017611994,2584,1112,3249,29,16,2,21,21,0.004492363,0.001934236,0.2631579,true
63,148,257549,16,true,5,206,1,0.0018777162,1862,1101,1973,29,16,2,21,21,0.004537205,0.0026838433,0.29411766,true
44,38,261170,14,true,5,205,1,0.0018463491,1603,1114,3329,29,16,2,21,21,0.004484305,0.003117207,0.33333334,true
73,144,270706,40,true,5,204,2,0.0016919747,3154,1197,16502,29,16,2,21,21,0.004173623,0.0015847861,0.12195122,true
53,156,255275,15,true,5,202,2,0.0018723322,1839,1087,2164,30,16,2,21,21,0.0045955884,0.0027173914,0.3125,true
49,81,265107,27,true,5,204,3,0.0016825724,2282,1168,7431,29,16,2,21,21,0.00427716,0.0021901007,0.17857143,true
84,85,267136,18,true,5,205,1,0.0017057004,3272,1134,3708,29,16,2,21,21,0.004405286,0.0015276505,0.2631579,true
45,122,269143,15,true,5,204,2,0.0017717963,1797,1112,2443,29,16,2,21,21,0.004492363,0.0027808677,0.3125,true
46,145,232448,0,false,7,42,10,0.0006542781,2575,770,7545,4,32,1,5,34,0.009079118,0.0027173914,7.0,true
42,99,223673,0,false,7,37,10,0.0007049498,2620,720,8214,4,32,1,5,34,0.009708738,0.0026707363,7.0,true
68,138,248635,0,false,2,44,6,0.000643075,1802,696,5471,4,32,1,5,34,0.0028694405,0.0011092623,2.0,true
106,145,304383,0,false,13,37,12,0.0004972991,4029,986,11568,4,32,1,5,35,0.013171226,0.0032258064,13.0,true
49,213,231407,0,false,2,38,4,0.0006486881,2005,664,5870,4,32,1,5,33,0.0030075188,0.000997009,2.0,true
87,130,231719,0,false,2,40,6,0.00066367676,2175,695,6298,4,32,1,5,33,0.0028735632,0.00091911765,2.0,true
64,133,236143,0,false,2,44,14,0.00067378493,2225,906,8071,4,32,1,5,36,0.0022050717,0.0008984726,2.0,true
110,286,360230,0,false,2,52,18,0.00054305897,3732,1059,10536,4,32,1,5,38,0.0018867925,0.0005357621,2.0,true
29,108,214922,0,false,6,86,4,0.00068592274,4204,829,12915,4,32,1,5,33,0.0072289156,0.0014268728,6.0,true
45,177,229012,0,false,6,103,8,0.00066511706,3233,908,10292,4,32,1,5,34,0.0066006603,0.0018552876,6.0,true
22,153,295431,0,false,1,107,16,0.0005138324,1820,804,0,4,31,1,5,24,0.001242236,0.0005491488,1.0,true
46,100,238864,0,false,1,73,9,0.00055721053,1173,653,100108,4,31,1,5,24,0.001529052,0.00085178873,1.0,true
18,144,377510,0,false,4,123,16,0.0005655417,2505,1082,1439,4,32,1,5,34,0.0036934442,0.0015961692,4.0,true
83,172,234337,0,false,2,50,6,0.00070249627,2626,787,8624,4,32,1,5,37,0.002538071,0.0007613247,2.0,true
65,153,266407,34,true,5,208,3,0.0016822561,2643,1165,13154,29,16,2,21,21,0.0042881644,0.0018910741,0.14285715,true
87,139,274133,34,true,5,205,6,0.0015440509,3147,1182,15236,29,16,2,21,21,0.0042265425,0.00158831,0.14285715,true
59,149,267942,29,true,5,207,4,0.0016414799,2756,1157,9943,29,16,2,21,21,0.0043177893,0.0018135655,0.16666667,true
35,86,210893,17,false,4,200,8,0.001845567,1149,991,1843,26,13,2,21,21,0.004032258,0.003478261,0.22222222,true
90,120,265131,18,true,5,207,1,0.0017694618,2761,1115,3095,29,16,2,21,21,0.004480287,0.0018102824,0.2631579,true
77,129,269350,34,true,5,206,2,0.0016150787,3500,1161,19570,29,16,2,21,21,0.004302926,0.0014281634,0.14285715,true
89,159,272559,22,true,5,208,2,0.0016258087,3622,1122,15434,29,16,2,21,21,0.00445236,0.0013800717,0.2173913,true
66,119,273916,36,true,5,206,4,0.0015520899,3762,1163,19439,29,16,2,21,21,0.0042955326,0.0013287271,0.13513513,true
101,185,278388,34,true,5,206,4,0.0015524416,3845,1157,19618,29,16,2,21,21,0.0043177893,0.001300052,0.14285715,true
64,160,259286,23,true,5,207,2,0.0017951465,2078,1115,7336,29,16,2,21,21,0.004480287,0.0024050025,0.20833333,true
85,100,431368,32,false,10,194,15,0.00085899414,2425,1605,7658,18,17,8,25,22,0.00622665,0.0041220114,0.3030303,true
100,96,432659,38,false,11,194,15,0.0008205226,2788,1595,9840,18,17,8,25,22,0.0068922304,0.003944066,0.2820513,true
115,147,345270,18,false,3,146,5,0.0010137561,2339,1040,15381,18,17,9,26,22,0.0028818443,0.0012820513,0.15789473,true
69,112,364755,22,false,13,149,10,0.0010380434,2379,1178,16332,18,17,9,26,22,0.011026293,0.005462185,0.5652174,true
117,129,372065,23,false,3,149,7,0.0009919768,2768,1094,20288,18,17,9,26,22,0.002739726,0.0010834236,0.125,true
110,171,368625,23,false,3,148,6,0.0009527951,2665,1057,17879,18,17,9,26,22,0.0028355387,0.0011252813,0.125,true
131,165,390535,17,false,14,148,10,0.0009429705,2484,1273,16438,18,17,9,26,22,0.010989011,0.0056338026,0.7777778,true
49,91,284925,3,false,3,161,1,0.0012630442,1095,786,782,18,17,8,26,22,0.003811944,0.0027372262,0.75,true
145,157,387555,23,false,4,167,2,0.0010438281,2309,1142,6926,18,17,9,26,22,0.0034995626,0.0017316018,0.16666667,true
99,174,314811,8,false,4,164,1,0.0011762896,1582,895,5690,18,17,9,26,22,0.004464286,0.0025268476,0.44444445,true
54,122,296510,3,false,3,161,1,0.0012353875,1108,831,495,18,17,9,26,22,0.0036057692,0.0027051398,0.75,true
86,54,332602,15,false,3,161,4,0.0010643034,2014,957,10679,18,17,9,26,22,0.003131524,0.0014888338,0.1875,true
49,93,314381,6,false,3,162,1,0.0012380816,1478,934,4393,18,17,9,26,22,0.0032085562,0.0020283975,0.42857143,true
96,152,324753,12,false,4,160,2,0.0011128891,2003,948,10186,18,17,9,26,22,0.004214963,0.001996008,0.30769232,true
102,75,318240,3,false,5,161,2,0.0011433244,1378,999,3405,18,17,9,25,22,0.005,0.0036258157,1.25,true
118,129,338168,16,false,4,163,2,0.0011373548,2106,997,11239,18,18,9,26,22,0.004008016,0.0018984338,0.23529412,true
126,140,364764,28,false,3,165,5,0.0010426105,3586,1122,28886,18,17,9,26,22,0.002671416,0.0008363535,0.10344828,true
126,168,355465,16,false,3,163,3,0.001040809,2073,1034,10911,18,17,9,26,22,0.0028985508,0.0014464803,0.1764706,true
85,138,321318,7,false,3,162,2,0.0012013562,1738,914,7187,18,17,9,26,22,0.0032786885,0.0017251294,0.375,true
103,97,355377,19,false,5,162,6,0.0010826509,2560,1066,17230,18,17,9,26,22,0.0046860357,0.0019523624,0.25,true
86,170,389786,28,false,6,166,4,0.0009697347,2419,1269,13971,18,18,9,26,22,0.0047244094,0.0024793388,0.20689656,true
116,78,336693,10,false,5,166,3,0.0011344259,1607,1003,5068,18,17,9,26,22,0.00498008,0.0031094528,0.45454547,true
68,147,335858,7,false,5,166,3,0.0011454343,1549,984,4809,18,17,9,26,22,0.005076142,0.0032258064,0.625,true
82,152,363627,12,false,4,161,2,0.0010207777,1799,1082,7750,18,18,9,26,22,0.0036934442,0.0022222223,0.30769232,true
101,94,336781,14,false,3,155,4,0.0010625516,1893,948,9573,18,17,9,26,22,0.0031612224,0.0015839493,0.2,true
88,125,375752,17,false,3,152,12,0.0009882934,1570,1145,5792,18,17,8,26,22,0.002617801,0.0019096117,0.16666667,true
110,140,325270,11,false,3,166,2,0.0011192022,1707,914,6880,18,17,9,26,22,0.0032786885,0.0017564403,0.25,true
107,160,335317,15,false,4,156,4,0.001043315,2544,960,16565,18,17,9,26,22,0.004162331,0.0015717093,0.25,true
118,130,325739,17,false,3,156,2,0.0011208501,1764,970,6912,18,17,9,26,22,0.0030895984,0.0016997167,0.16666667,true
113,143,339482,8,false,3,162,2,0.0011396962,1896,952,9137,18,17,9,26,22,0.003147954,0.0015814444,0.33333334,true
97,144,316396,5,false,3,160,1,0.0011518778,1401,875,3896,18,17,9,26,22,0.0034246575,0.0021398002,0.5,true
111,141,315462,5,false,3,159,1,0.0011561236,1448,872,4193,18,17,9,26,22,0.0034364262,0.0020703934,0.5,true
122,172,336190,8,false,3,160,2,0.0011363636,1739,915,7630,18,18,9,26,22,0.0032751092,0.0017241379,0.33333334,true
105,142,319450,14,false,3,156,1,0.001170157,1465,885,2659,18,17,9,26,22,0.0033860046,0.0020463846,0.2,true
115,136,333391,13,false,3,162,1,0.0011583128,1921,926,9499,18,17,9,26,22,0.003236246,0.001560874,0.21428572,true
126,170,335284,9,false,3,161,2,0.0011296412,1989,919,10169,18,17,9,26,22,0.0032608695,0.0015075377,0.3,true
117,110,435492,29,false,6,170,10,0.00093672506,2014,1349,8972,18,17,9,26,22,0.0044444446,0.0029776676,0.2,true
119,196,344923,16,false,3,155,6,0.0010174956,2667,1000,17695,18,18,9,26,22,0.002997003,0.0011244378,0.1764706,true
112,164,369087,21,false,24,155,8,0.0009888556,2476,1172,17153,18,17,9,26,22,0.020460358,0.00968914,1.0909091,true
77,123,355595,14,false,9,160,8,0.0010302697,1967,1075,10747,18,17,9,26,22,0.008364312,0.0045731706,0.6,true
114,214,364415,19,false,3,156,6,0.0010083347,3149,1033,23390,18,18,9,26,22,0.0029013539,0.00095238094,0.15,true
68,148,319919,4,false,4,156,2,0.0011578177,1373,886,2928,18,17,9,26,22,0.0045095826,0.0029112082,0.8,true
83,168,356282,20,false,3,156,4,0.0010189102,2868,1123,19009,18,17,9,26,22,0.0026690392,0.0010456605,0.14285715,true
89,124,335743,9,false,4,156,3,0.0011281589,1802,994,7823,18,18,9,26,22,0.0040201005,0.0022185247,0.4,true
96,143,372782,47,false,3,156,3,0.0010500742,4422,1112,38444,18,18,9,26,22,0.0026954177,0.0006782727,0.0625,true
86,177,367366,14,false,4,154,6,0.0010108058,2425,1048,16577,18,18,9,26,22,0.0038131555,0.0016488046,0.26666668,true
90,117,400702,17,false,5,163,12,0.00089746213,1976,1194,8697,18,17,9,26,22,0.0041841003,0.0025290844,0.2777778,true
115,127,350666,14,false,4,162,1,0.0011237573,1934,974,9257,18,17,9,26,22,0.004102564,0.0020671834,0.26666668,true
111,110,338903,12,false,4,159,2,0.0011037687,1830,955,8624,18,17,9,26,22,0.0041841003,0.0021845985,0.30769232,true
105,164,331419,16,false,15,163,1,0.0011014282,2629,924,18226,18,17,9,26,22,0.016216217,0.0057034222,0.88235295,true
92,118,353473,15,false,4,157,3,0.0010805677,2140,997,11377,18,18,9,26,22,0.004008016,0.0018682858,0.25,true
100,136,343325,17,false,4,160,1,0.0011381538,1751,953,7392,18,17,9,26,22,0.004192872,0.002283105,0.22222222,true
105,97,347368,17,false,3,158,3,0.0010763141,2128,972,12296,18,17,9,26,22,0.0030832477,0.0014091122,0.16666667,true
91,124,331950,13,false,3,160,1,0.0011615301,1606,914,5933,18,17,9,26,22,0.0032786885,0.0018668326,0.21428572,true
107,147,338029,12,false,3,161,1,0.001154786,1662,927,6849,18,17,9,26,22,0.0032327587,0.0018039687,0.23076923,true
116,98,353152,1,false,3,173,1,0.000879006,1623,1320,6219,18,17,9,25,22,0.0022710068,0.0018472907,1.5,true
95,150,374491,25,false,4,156,3,0.0010351357,2458,1343,14440,18,17,9,26,22,0.0029761905,0.0016266775,0.15384616,true
96,123,339032,17,false,3,156,2,0.0011143482,2206,944,13068,18,17,9,26,22,0.0031746032,0.0013593113,0.16666667,true
112,117,349410,18,false,3,159,2,0.0010932767,2189,961,12707,18,17,9,26,22,0.0031185031,0.001369863,0.15789473,true
102,149,345109,17,false,3,153,3,0.0010793075,1940,944,9869,18,18,9,26,22,0.0031746032,0.001545595,0.16666667,true
94,116,340208,25,false,5,154,3,0.0010540505,1839,1081,8624,18,18,9,26,22,0.004621072,0.0027173914,0.1923077,true
100,139,327420,9,false,3,158,2,0.0011170086,1534,887,5481,18,17,9,26,22,0.0033783785,0.0019543974,0.3,true
97,105,319223,12,false,7,154,2,0.0011519515,1921,927,9753,18,17,9,26,22,0.0075431033,0.0036420396,0.53846157,true
66,116,317570,7,false,3,163,1,0.0012105431,1381,952,3391,18,17,9,26,22,0.003147954,0.002170767,0.375,true
80,132,316179,18,false,9,140,1,0.0011011508,2264,939,14782,18,17,9,26,22,0.009574468,0.00397351,0.47368422,true
78,118,316116,6,false,3,163,1,0.0011777933,1517,915,4882,18,17,9,26,22,0.0032751092,0.0019762847,0.42857143,true
77,128,317159,4,false,3,165,1,0.00118849,1364,913,1366,18,17,9,26,22,0.0032822757,0.0021978023,0.6,true
112,252,318718,9,false,3,163,1,0.0011659159,1618,925,5411,18,17,9,26,22,0.0032397409,0.0018529957,0.3,true
113,136,318750,13,false,3,163,1,0.001158827,1873,937,8361,18,17,9,26,22,0.0031982942,0.0016008537,0.21428572,true
72,248,315963,9,false,3,153,1,0.0011332799,1708,911,7585,18,17,9,26,22,0.0032894737,0.0017554126,0.3,true
134,185,330884,16,false,4,154,2,0.0010842356,2403,949,14194,18,17,9,26,22,0.004210526,0.0016638935,0.23529412,true
128,117,326965,15,false,4,153,2,0.0010895766,2196,921,12511,18,17,9,26,22,0.004338395,0.0018206645,0.25,true
141,130,329515,13,false,3,152,2,0.0011939507,1871,955,9223,18,17,9,26,22,0.0031380753,0.0016025641,0.21428572,true
119,141,318706,7,false,3,154,1,0.0012423389,1701,921,7286,18,17,9,26,22,0.0032537961,0.0017626322,0.375,true
113,136,328319,9,false,4,154,1,0.0012108426,1702,948,7292,18,17,9,26,22,0.004214963,0.0023487962,0.4,true
106,86,343107,20,false,4,153,2,0.001084278,2369,989,15952,18,17,9,26,22,0.004040404,0.0016877637,0.1904762,true
135,159,331129,16,false,3,154,2,0.001130199,1954,924,10117,18,17,9,26,22,0.0032432433,0.0015345268,0.1764706,true
